he_word,en_word
מהמצלמות,from the cameras
בבעלה,in her husband
לעירוי,for infusion
שכולכן,all of you
ויאט,wyatt
שכיף,have fun
יים,yim
סאונה,sauna
לועגת,mocking
מתמזמז,flirting
הומלסים,homeless people
פי-ג,p-G
לדיאן,to Diane
שנהרגה,who was killed
להכתים,stain
הדיקנית,the Dean
תתכבדו,be respectful.
שמצפים,expecting
קרשים,planks
שנחטף,kidnapped
קהילות,communities
נתכנס,we will gather.
להתבסס,be based
הרביצה,the beating
יתקדש,will be consecrated
שנשחרר,let's release
ללקוחה,for the client
מאריך,prolonging
במחבוא,in hiding
שהות,stay
בגרוש,in a nutshell
מטיסה,from a flight
שבדבר,in the matter
שתירה,shot
לעיניי,for my eyes
ביפר,beeper
מזלגות,forks
תכריחו,force
נוקאאוט,knockout
shr,shr
תצרח,scream
להורייך,to your parents
סרבו,refused
תקפיץ,bounce
יומנים,diaries
אפריקני,african
וברט,and Bert
בגדוד,in the battalion
סקייפ,skype
אוג,aug
קירקלנד,kirkland
מצטיינים,outstanding
שאימו,whose mother
אעקור,i will uproot.
רדינג,redding
המסמרים,the nails
ללקס,to Lex
יתדות,pegs
הולוגרפית,holographic
מיתוסים,myths
תוק,tok
הדינמיט,the dynamite
בטמפה,in Tampa
מהאורחים,from the guests
גאד,gad
סקיצה,sketch
קוסמית,cosmic
אלגרה,allegra
בשידה,in the dresser
טרפו,prey
חשמליות,trams
בסקייפ,on Skype
הברבורים,the swans
פטירתו,his death
again,again
המשתנים,the variables
סיילור,sailor
גמבי,gambia
דרמוט,dermot
משהייתי,since I was
שאבטח,i will secure
שתוכיח,to prove
חברכם,your friend
הופעתו,his appearance
ינודא,i will definitely
שמעט,a little
הפרסי,persian
מאר,mar
אסימון,token
פטפוטים,chatter
שהוריך,that your parents
לוע,muzzle
יכאיב,it will hurt.
נשלל,excluded
מקלוני,from the streets
לפקיד,to the clerk
נצחיים,eternal
השוגון,the Shogun
העשוי,made of
שיחזירו,to be returned
פיז,pease
ושכחת,and you forgot
לנצחון,for victory
המלכותיים,the royals
שתקפת,that you have attacked
angelfive,angelfive
יע,yay
עסקו,deal
ותפוס,and catch
בחיה,in an animal
תוקעים,stuck
ששדד,who robbed
שחפים,seagulls
הרגעו,calm down.
גידלנו,we raised
ביזיון,disgrace
בשבעה,at seven
אורבים,lurking
גליסון,gleason
נאצית,nazi
זיכוי,credit
מההסכם,from the agreement
קורטוב,modicum
שחונה,parked
במריבה,in a dispute
ריגלת,riglat
משופר,improved
ממייקל,from Michael
החיידק,the bacteria
ההצבעות,the votes
אריח,tile
נאבקו,struggled
ההפקדה,the deposit
יחף,barefoot
לסלול,pave
שטפי,wash
שזאק,shazak
פעולותיו,his actions
שתסדר,you'll fix it.
הוצאתם,their removal
לל,lol
למעצרו,to arrest him
בפינוי,in evacuation
לחמנו,we baked.
וגבוה,and tall
חבוש,quince
אכפתי,caring
אובדניות,suicidality
שהקלטת,that you recorded
לאצבע,finger
פטנטים,patents
מנהיגת,leader
פרשן,commentator
ובשבוע,and in a week
נרקיסיסט,narcissist
ווייטי,whitey
והספר,and the book
מהכובע,from the hat
מתבזבז,wasted
בספריית,in the library
מיעוטים,minorities
מהאיזור,from the area
תסמן,mark
אחח,ahh
המרקע,the screen
שימושים,uses
פיפס,pips
דברן,talker
לרג,large
עוטה,covered
שהמחלקה,that the department
לשליח,to the messenger
סלזר,salazar
בציריך,in Zurich
שמרטין,martin
האלף-בית,the alphabet
אנריקו,enrico
היגיינה,hygiene
לצריף,to the hut
הרעידות,the tremors
הפתולוגית,the pathologist
התגלגלו,rolled
שבטעות,by mistake
שתיקחו,you will take
המובנים,the built-in
גייסתי,i recruited
הנוראיות,the horrors
חוסלו,eliminated
לרעוב,starve
הולברוק,holbrook
הרקדנים,the dancers
קרפ,crepe
ממאיר,malignant
נלכדו,captured
קיגן,keegan
מהחום,from the heat
קרינגטון,carrington
הפרצה,the breach
ביציות,eggs
שלשניכם,both of you
ביוונית,in Greek
תאורת,lighting
נופים,landscapes
סורקת,scanning
לסטנפורד,to Stanford
שמשמש,which is used
וטס,and flies
home,home
לשירים,for songs
לראשה,to her head
אמירת,saying
הרשים,impress
מהסיפון,from the deck
וויטמור,whitmore
לשמועות,to rumors
ותשמרי,and be careful.
להקפיד,be careful
כיבו,turn off
מהחולים,from the patients
מירב,meirav
ממכון,from the institute
התבלבל,confused
מיסה,mass
פקה,cam
ובחורות,and girls
בפלסטיק,in plastic
הגשנו,we submitted
מורעבים,starving
better,better
ולר,weller
יעניש,will punish
אירוסים,irises
הפעלולים,the stunts
כורת,cutter
הדיברות,the Commandments
שמלמדים,who teach
בעוגה,in the cake
ייקי,yikes
יצלם,will photograph
יפתרו,will solve
ההתפשטות,the spread
טנקרדי,tancredi
רייד,ride
פולשני,invasive
לשרותך,at your service
ייבחר,will be elected
מקוריות,originality
נשברתי,i broke down.
להפעלה,to activate
לאופניים,for bicycles
מונים,counters
אירן,iran
שכנות,neighbors
בסיביר,in Siberia
שיבון,sibon
יתבעו,will sue
הנמך,lower
תשרפי,burn
מהיין,from the wine
שהשתנה,that changed
מלקבל,from receiving
אנטוניוס,antonius
הרנסנס,renaissance
חית,beast
תפקחו,you will open.
מסננת,strainer
שיחררת,you released
יפסים,catches
צלבים,crosses
ספייד,spade
מטיפול,from treatment
שאפתנות,ambition
למבחנים,for exams
ולוסי,and Lucy
שדייב,dave
לחולשה,for weakness
שיצטרף,to join
ואוציא,and I will take out
תשרדי,survive
מנעתי,i prevented
בחזון,in vision
פוגעות,offensive
מגנוליה,magnolia
שהתקשרה,who called
פסטרמה,ham
נאשוויל,nashville
הנמצאת,which is located
ארזו,packed
סליבן,sullivan
קזבלנקה,casablanca
מוענק,awarded
האבהות,fatherhood
מתגשם,coming true
כשנראה,when we see
מרירות,bitterness
דלהי,delhi
וחיפש,and searched
מדסן,madsen
מחסלת,destroyer
ההדחה,the dismissal
שיעיד,to testify
מהאסירים,from the prisoners
והגדול,and the big one
סותרים,contradictory
ברצונכם,as you wish
משכנו,our residence
בוויכוח,in debate
המניאקים,the Maniacs
שתסבול,you will suffer.
השיפוץ,the renovation
פטרול,patrol
כסגן,as a deputy
הפראית,the wild
פא,fa
לבוסים,for bosses
נוסדה,founded
הצחיק,the funny one
וסופר,and writer
לפציעות,for injuries
המניעה,prevention
even,even
יחטפו,will be kidnapped
התבייש,be ashamed
בשותפות,in partnership
השייט,the cruise
חיסלה,eliminated
עקף,overtaken
יילקח,will be taken
וחבל,and it's a shame
ממבו,mambo
טאני,tani
חלומך,your dream
lapd,lapd
שיחררה,she released
במסמך,in the document
אגרור,agrar
שאחר,that's another
סביבתית,environmental
רפורמה,reform
שירותיך,your services
פיפה,puff
לזלו,laszlo
הפאנק,punk
כשתוכל,when you can
ואודיע,i will announce
אוח,"oh, brother."
איטיות,slowness
נהפכו,have become
מצויים,are found
הרצפות,the floors
שהיחידה,that the only
מסב,bearing
טכניות,technical
הבהלה,panic
סובלני,tolerant
לסר,lesser
מהמשפחות,from the families
רישמית,official
האופנוענים,the bikers
שדכן,matchmaker
מנענע,shaking
יחשיך,it will get dark.
וארץ,and the land
מתרגמים,translators
ולז,velez
מפחדות,scared
נרשמים,registering
רדודה,shallow
שניצח,who won?
קשוב,attentive
לאליל,to the idol
ללהקת,for the band
העמוס,the busy
מתעללים,abusers
שנעדרת,that you were absent
שההצעה,that the proposal
שמתייחסים,that relate
המן,haman
רלף,ralph
יבקר,will visit
בקפטריה,in the cafeteria
שהשער,that the gate
ברזנט,tarpaulin
בעקבים,in heels
אחייה,rebirth
חישוקים,rims
ממשפחות,from families
שהתפוצץ,that exploded
והציל,and saved
הקוביה,the cube
מיליסנט,millicent
מהרעלת,from poisoning
המצביע,the pointer
שתדברו,let's talk.
האפריקאי,african
בדירתך,in your apartment
וריקודים,and dancing
למורדים,for the rebels
ולצחוק,and to laugh
לצליל,to the sound
המוג,the Mog
התערבת,you intervened.
בציורים,in the paintings
הכימית,the chemist
התרעת,alert
חבטתי,i hit
בטיסט,batiste
וומן,woman
קנובי,kenobi
מאמצינו,our efforts
נפרק,we will unpack.
שליאו,shalio
מסורתיים,traditional
מרהיבים,spectacular
y-אתה,y-you
מהגשם,from the rain
המדידה,the measurement
שיתפוס,to be captured
תמלוגים,royalties
ברנרדו,bernardo
בלווין,satellite
לאשמה,to blame
אב-טיפוס,prototype
הכרח,necessity
שש-עשרה,sixteen
סוחף,sweeping
הרדיאטור,the radiator
וזונות,and whores
לרווח,prevail
הפרקליטה,the attorney general
כנסת,knesset
תבריא,get well soon.
יוסי,yossi
ספוילר,spoiler
המעופפים,the Flying Ones
ולדון,weldon
גקו,gecko
בזכוכית,in glass
איעלם,i will disappear.
שבוצעה,carried out
שאיתך,who is with you?
יושמדו,will be destroyed
לאמנויות,for the arts
שאנצח,i will win.
בסלעים,in the rocks
שהמושל,that the governor
להיקרע,to tear
מורחבים,expanded
טיבס,tibbs
וגנבת,and you stole
התנדבות,volunteering
אשלוט,i will control
שהסרטן,that cancer
וטובי,and Toby
croatoan,croatian
נשכת,you bitten
אקזוטית,exotic
העמד,stand
ביופי,in beauty
שאשכב,i will lie down.
החזרי,returns
טורוס,taurus
בלבל,confused
מתוכנתים,programmed
התגרה,the fight
נלקחים,taken
בברקלי,in Berkeley
ארתי,arti
העוול,the injustice
ברוצח,in the killer
משבע,from seven
מתחתיי,under me
בכיסוי,under cover
בנושאי,on topics
תעדוי,documentation
לחיבור,for connection
שעבודה,work
הבננות,the bananas
הטקסטים,the texts
ככלות,as a bride
דפ,dep
ולכבד,and respect
זדון,malice
קצרת,asthma
חגור,belt
מהקשר,out of context
דוקו,doku
לבל,to be
החפירות,the excavations
פגסוס,pegasus
כשהשוטרים,when the police
זאפ,zap
חביבים,favorite
מופחת,reduced
ויילדר,wilder
ששנאתי,that I hated
התמזמזנו,we made out.
ועורכי,and editors
אימם,their mother
לסכל,thwart
נוני,noni
נובו,novo
מהלחץ,from the pressure
מאויים,threatened
באודישן,at the audition
הצרעה,the wasp
נשקם,their weapons
פיפל,people
יאק,yak
יועילו,will be useful
והזקן,and the old man
הטוען,the claimant
הנשיות,femininity
אהסס,i hesitate.
שמראים,which show
קאנו,canoe
הדתות,religions
במשרדה,in her office
הצלבתי,i crucified
תמכה,support
קילי,kili
תצהירים,affidavits
קרסוס,crassus
דלל,dilute
ברכו,welcome
עזיבת,departure
לארנק,to the wallet
ושלושים,thirty
הוותיקה,the veteran
לאורלנדו,to Orlando
ריגבי,rigby
שהשומרים,the guards
מארז,case
מהקירות,from the walls
מגפת,epidemic
דואמ,duam
סירס,sears
שיניחו,let them rest.
כמאה,about a hundred
בנגקוק,bangkok
ריגל,regal
יואשם,will be accused
הא-הא,ha-ha
מהמכנסיים,from the pants
לסרינה,to Serena
הרמאות,the deception
הלוחיות,the plates
הצהובות,the yellow ones
הביתן,the pavilion
ללשכה,to the office
בגרנד,in Grand
מתאמצים,trying hard
קיפוד,hedgehog
הנשיאים,the presidents
משהיה,since it was
ויקח,and he took
דברייך,your words
קופסאת,box
מהאקדמיה,from the academy
הבעות,expressions
יעכב,will delay
נבגדת,betrayed
מעכבת,inhibiting
ב20,on the 20th
יסתובבו,will turn around
גיליגן,gilligan
ולש,welsh
ושעועית,and beans
מקליע,from a bullet
משזה,from here
ip,iP
שהנך,who are you?
ind,ind
ישתלטו,will take over
כנער,as a boy
לרומם,lift
וסקסית,and sexy
cheers,cheers
ספוגה,soaked
התנפל,pounced
מתניע,starter
ובחרת,and you chose
ההפגנה,the demonstration
אנטומיה,anatomy
לשמירת,for storage
הרוקח,the pharmacist
כשלמדתי,when I studied
ומכה,and strikes
ואינם,and they are not
גווידו,guido
שאשחק,i will play
וואייט,white
שפלה,lowland
המסרק,the comb
תחלקו,divide
תאיץ,accelerate
שיננתי,memorized
בהימור,in a bet
ותיזהר,and be careful.
שטובי,goodbye
שנהניתי,i enjoyed
יעל,mountain goat
למרטי,to Marty
תסתירי,hide
עבריינית,criminal
לאספקת,for the supply
הקישוט,the decoration
המקבילה,the equivalent
הפרמטרים,the parameters
שמדי,shamdi
אמונתו,his faith
שחששתי,i was afraid.
השובב,the mischievous one
שהתמונות,that the pictures
סימפטום,symptom
קונל,connell
מילגה,scholarship
שכשהיא,that when she
ימונה,yamuna
מזלזלת,disdainful
שלארי,shalari
ושבו,and they returned.
מתרגזת,getting angry
עממי,popular
ללורן,to Lauren
מרובעת,square
ועובדים,and workers
בחרי,choose
ליווינגסטון,livingstone
מצדד,sided
שנייט,night
בשיוויון,equally
לקל,to make easy
גרוני,guttural
מילווקי,milwaukee
שטוחות,flatness
רנוביל,renoville
הסנטה,santa
מצמץ,blink
היכתה,hit
שנשארים,who remain
בכתבי,in my writings
בוסלי,bosley
סאנסט,sunset
הייק,hayek
מקופל,folded
ייערך,will be held
המברג,the screwdriver
שנחמד,that's nice.
ששולח,who sends
סילברמן,silverman
ניגנה,played
השכבות,the layers
התיקיות,the folders
תתמודדו,compete
הביג,the Big
הספרה,the digit
ולצלם,and take pictures
מהאוכלוסייה,from the population
שמשפחה,family
שנכשל,that failed
מלצרים,waiters
שסיימון,that Simon
וריכוז,and concentration
התמרון,the maneuver
ההפתעות,the surprises
ייעודי,dedicated
למודעה,for the ad
המקטרת,the pipe
הקנייה,the purchase
הפלטפורמה,the platform
דו-חמצני,dioxide
שבארי,chebari
תיפלי,thipley
ממוען,addressed
ושתה,and drank
והצלחת,and you succeeded
החמורים,the donkeys
במנעול,in the lock
חטאיו,his sins
התחתנתם,did you get married?
נאדה,nada
מיקו,miko
תשתגעי,go crazy.
טורים,columns
לרנר,lerner
שיקרתם,you lied.
ברייסון,bryson
שמכסה,that covers
רובוטריקים,transformers
השליטים,the rulers
מעברי,transitions
ונחפש,and we will search
להפנט,hypnotize
חצאי,half
נסרוק,scanned
ללבו,to his heart
שמנקה,who cleans?
מרטן,marten
צונאמי,tsunami
העצבי,the nervous
אדחף,i will push
מילניום,millennium
.גם,.also
מסתער,storming
שתחטוף,to be kidnapped
אנימציה,animation
מכמות,from quantity
לשיקאגו,to Chicago
לכושי,for a Negro
מהשיר,from the song
מנעת,prevention
חזהו,his chest
קורדרו,cordero
החונק,the suffocator
ונאמן,and loyal
שייתנו,we will give
מאריי,murray
וגרמתי,and I caused
ייסורי,my agony
ועברנו,and we passed
נצטלם,we took a picture.
השוני,the difference
מהפנט,hypnotist
לוול,lowell
נורבגיה,norway
ראמן,ramen
בניחוש,by guess
ומבולבל,and confused
לאלוף,to the champion
להתמכר,become addicted
יגרור,will drag
ונייט,and Knight
שפיותי,my sanity
האולטרסאונד,the ultrasound
שרודר,schroeder
ומקבלים,and receive
פיינטבול,paintball
פירט,pirate
לכף,for a spoon
ולפנות,and to turn
הקפלה,chapel
מאלורי,mallory
שקראנו,we read
מזהירים,warnings
סיממו,drugged
שנכיר,let's get to know each other.
שדיברתם,that you spoke
וגנבים,and thieves
שכוחות,forgotten
רובוטית,robotic
מונטריאול,montreal
ורצתי,and I ran
השחלות,the ovaries
.עכשיו,.now
בועז,boaz
שסבלת,that you suffered
זמרים,singers
.כמו,.like
לתנאי,for the conditions
תכלת,blue
נגביר,we will increase
ורגשות,and feelings
זנגביל,ginger
ובדידות,and loneliness
הלוזרים,the Losers
בתכלית,absolutely
מהתרופות,from the medications
המצבים,the situations
מושפעת,affected
להתהלך,walk
היכרת,you knew
ודוחה,and rejects
שאליהם,to whom
שרמוטות,sluts
מהשניה,from the second
נוחרת,snoring
הסמינר,the seminar
הביפר,the pager
האפורים,the Grays
והמחשבה,and the thought
לבראד,to Brad
טמפרטורות,temperatures
התפנה,free up
מרשימות,impressive
ריווי,satisfying
המשפחתיים,the family
קופצנית,jumpy
איכותיים,high quality
וראסל,versailles
או.ג,o.G.
חותמות,stamps
ובשעה,and at the time
התלמידות,the students
היוז,hughes
ואימך,and your mother
לסיומה,to the end
פאנל,panel
החרסינה,the porcelain
האשכבה,the funeral
התופס,the catcher
לנכים,for the disabled
התרבויות,the cultures
שמייצג,which represents
להתיז,spray
קארינה,karina
בניך,your sons
גרניט,granite
התקשרתם,you called.
תנחומי,my condolences
נתארגן,let's get organized.
במטרות,in goals
בבד,in the cloth
שהנחת,that you put
בראייה,in sight
ידוענים,celebrities
הידיות,the handles
צדקתם,you were right.
שמתקשר,who calls?
נסיוני,experimental
נטאשה,natasha
שנפרדתי,that I broke up
ואשאל,and I will ask
לעיל,above
הפורשה,the Porsche
freakin,freaking
ולילות,and nights
סאטו,sato
שחצנים,arrogant
מתגלח,shaving
keep,keep
בטס,bets
המטרו,the metro
ומשוגע,and crazy
וינר,wiener
איירונס,irons
והתוכנית,and the program
האיגודים,the unions
לפנטגון,to the Pentagon
סטרס,stress
תנענע,shake
נכנעה,surrendered
ווינסלו,winslow
שתיפול,you will fall.
גריק,greek
וגדולה,and great
פרשו,retire
נחמיץ,we will miss
תפוטר,you will be fired.
הקיימות,sustainability
סוחטת,squeezer
מצליף,lashing
רתח,boil
מקצב,rhythm
מותני,lumbar
בטו,beto
ידחה,will reject
קוויל,quill
רפונזל,rapunzel
למזבלה,to the landfill
שנגעתי,that I touched
הארועים,the events
ייב,eve
קוסמת,sorceress
ועוגה,and cake
מקסימוס,maximus
אפרוץ,i will break out.
האנוכיות,selfishness
ואיבדנו,and we lost
בהה,stare
הוגנות,fairness
נמלטתי,i escaped.
תסתתר,hide.
במותם,in their deaths
לפייס,to appease
יחלקו,will share
לבריטניה,to Britain
שלפו,pulled out
פרשיות,affairs
ולינדה,and Linda
הגסטאפו,the Gestapo
שנסענו,we traveled
שירדת,you came down
ובימוי,and directing
עבורן,for them
הפלסטינית,palestinian
שאגמור,i will finish.
הדביבון,the raccoon
ליתרון,to the advantage
ביגס,biggs
לזרועות,for the arms
הוסיפה,added
הרייט,harriet
באינסטגרם,on Instagram
נני,nanny
ותרצה,and you will
אנדלר,endler
כיבד,respected
למקומה,to its place
בפניקס,in Phoenix
גירית,badger
הרשמיות,officials
והאב,and the father
לסיר,for the pot
ואמרי,and I
לסדרת,for the series
להתערבות,to intervene
לדיווח,for reporting
בנבאדה,in Nevada
s-,s-
פלנטה,planet
בערה,burning
לדעוך,fade
שתשקר,you lie.
הרכות,softness
brassica,brassica
היפופוטם,hippopotamus
בטנה,lining
תסייע,will help
ומגלה,and reveals
לגזר,for carrots
משישה,from six
פלאמר,plummer
וישמש,and will be used
מנצרת,from Nazareth
נאמין,we believe
הקולקטיב,the collective
משפיעות,influencers
שלעיתים,which sometimes
ונהג,and driver
לדיאנה,to Diana
המפוקפק,the dubious
נתכנן,we will plan
מיניון,minion
שנוא,hated
האחזקה,maintenance
קריטיות,criticality
בשנתה,in her sleep
בבישול,in cooking
התרסקו,crashed
חקיקה,legislation
ינשופים,owls
נשכחים,forgotten
הרפתקן,adventurer
המודרניים,the moderns
רגשן,emotional
ארנו,arno
מדוייקים,accurate
המטוגן,the fried
ניינה,naina
למרקוס,to Marcus
מפח,disappointment
ועזבת,and you left
בדנבר,in Denver
תושבת,chassis
לבקשתך,at your request
מעבודתך,from your work
gone,gone
שמעורבים,who are involved?
שנטשתי,that I abandoned
מתקיפים,attackers
מתריסר,from a dozen
במוחה,in her mind
בשלנית,cook
מפונקים,spoiled
אנין,connoisseur
ממצרים,from Egypt
ריף,reef
רמזור,traffic lights
העש,the moth
בכליון,in the process of
מוצגים,exhibits
שגנרל,general
הצמא,thirst
מהמנהל,from the manager
אוטיסט,autistic
מורחב,expanded
ואקשן,vaccination
אתלבש,i will wear
שרוך,lanyard
שיריון,armor
הרודן,the tyrant
אייבן,ivan
פייטרו,pietro
סלינג,sling
סצ,szczecin
ממעמקי,from the depths of
מתישה,exhausting
הסמכויות,the powers
הברקים,the lightning
קלמנט,clement
שיזכרו,let them remember
leave,leave
סטריקלנד,strickland
מרכבה,buggy
להמתיק,sweeten
ממדינות,from countries
נבזית,nasty
ביולוגיים,biological
העזה,daring
לעיבוד,for processing
צלופח,eel
מדריכים,guides
הפקידה,the clerk
פזיזות,impulsiveness
קלרמן,kellerman
המתאר,the outline
הרמקולים,the speakers
אמרתה,you said
אווזים,geese
כשכבר,when already
נסעתם,you traveled.
מחליש,attenuator
למצרים,to Egypt
פפי,pepi
כ-15,about 15
מתושבי,residents
בתרבויות,in cultures
אוקונל,o'Connell
ורצינו,and we wanted
צביטה,pinch
מטבחיים,slaughterhouse
מחפים,covering
אבידה,loss
ובריאים,and healthy
שרטון,reef
הדובדבנים,the cherries
פרועות,wild
וקייסי,and Casey
ותפסתי,and I caught
שהאמריקאים,that the Americans
לגנות,condemn
משולשים,triangles
ונתפוס,and we will be caught.
לדטרויט,to Detroit
מהכדורים,from the pills
ni,no
פגאסוס,pegasus
בטיסטה,batista
אימפוטנט,impotent
רגיעה,relaxation
וידא,made sure
קריסי,krissy
אסטון,aston
קרנגי,carnegie
מטרתה,its purpose
במבצעים,on sale
מבקשות,requests
לטדי,for Teddy
קלדרון,calderon
שהעבר,who passed
מורת,teacher
למעשי,for my actions
להשתגר,to launch
שתעמדי,you stand.
האפסים,the zeros
לעבודתי,for my work
קוזימה,cosima
טרקלין,lounge
האפ-בי-איי,fBI
ונגלים,and the Dutch
וסאלי,and Sally
שרנדי,sharandi
boo,boo
מיטתך,your bed
רמברנט,rembrandt
משומשות,used
יימשכו,will continue
תוכננו,we planned
נמסרה,delivered
ורוס,and Ross
סגנים,lieutenants
לשביל,to the path
באזרחים,in civilians
שהראיות,that the evidence
פזורים,scattered
מ-300,from 300
צעקני,gaudy
המאסטרו,the Maestro
מגבונים,wipes
שנשא,who carried
הקולה,the Coke
לחודשים,for months
התברואה,sanitation
שהסערה,that the storm
השווקים,the markets
לפחוד,fear
סנטינל,sentinel
ובורח,and runs away
עצבנות,nervousness
מקועקע,tattooed
מורשם,registered
המתאבנים,the appetizers
הטינופת,the filth
אדריכלות,architecture
לטיילר,to Tyler
לבוטנים,for peanuts
המכנה,the denominator
רשעות,malice
שסיפרו,who told
סלסול,curl
נערכת,preparing
אס.די.,sD
העגלות,the carts
גלדיאטורים,gladiators
לטים,let's
המרינה,the marina
ואשלי,and Ashley
שהשד,the devil
דוכסית,duchess
התבגרת,you have grown up.
שנלקחה,taken
בביצות,in the swamps
האייפוד,the iPod
אפלק,affleck
מתהליך,from the process
קניבלים,cannibals
בעייתיים,problematic
בלאנק,blank
לסמינר,for the seminar
ליהוק,casting
התחמם,warm up
יורם,yoram
מהתוצאות,from the results
גולות,marbles
שיעקבו,to be followed
ד.נ.א,dNA
.כדי,to.
ברונזה,bronze
טופסי,topsy
ופייג,and Paige
בעוני,in poverty
פאריק,farik
כדוריות,balls
שעתי,hourly
גיליס,gillis
מסעו,his journey
השתלמה,paid off
מפקפקים,doubters
מבולגנים,messy
שאהבנו,that we loved
באקס,bucks
התפצלו,split up
הבלעדית,the exclusive
המעצבים,the designers
לדב,to the bear
ווינטרס,winters
סקסון,saxon
הפריה,fertilization
אומלי,o'Malley
נרסיס,narcissus
חתימתך,your signature
ומגן,and a shield
ארכה,extension
התבצעה,was carried out
המחילה,the forgiveness
מאנג,mang
התנצלותך,your apology
שהאדמה,that the earth
אדחה,i will reject
נמו,nemo
באגדה,in a legend
וישו,and Jesus
המפלצתי,the monstrous
נוביל,nobil
ואחיותיי,and my sisters
פישלו,messed up
מאנדי,mandy
בזבזה,wasted
מעוניינות,interested
זחלים,caterpillars
לאחזר,retrieve
יחצ,public
בדיונית,fictional
זייפן,counterfeiter
מחופשת,disguised
ויגידו,and they will say
לכרסם,nibble
הראויה,the worthy
לערפל,fog
שניצחנו,we won.
מצותת,eavesdropper
נצלה,grilled
מאופס,zeroed
נשתדל,we will try.
אובי,obi
סיילין,sailin
השמנות,obesity
המקלחות,the showers
כוב,thorn
תפוחי-אדמה,potatoes
והמסכן,and the poor thing
הכפילה,the doubling
חובי,debt
באוצר,in the treasury
מרצונה,of her own free will
פלטון,felton
יתוקן,will be fixed
לגביע,for the cup
מלונים,melons
מוסא,musa
שמתרחשת,that is happening
מלנסות,from trying
בדנוור,in Denver
באריזה,in the package
מתכבד,respected
דרי,derry
שאבדתי,i am lost.
השרה,exfoliation
שנפסיד,we will lose.
המאובנים,the fossils
לאחיה,to her brother
משובחים,fine
היילס,hales
היצמד,stick to it.
לאכלס,populate
רייג,reige
אצעד,i will walk.
הטפילד,hatfield
בחץ,in an arrow
לקובץ,to file
ונתקלתי,and I came across
והנאה,and pleasure
נפריע,we will be disturbed.
יובל,jubilee
להיגיון,to reason
מדעיות,scientific
killer,killer
המיזם,the project
בפנטהאוז,in the penthouse
aka,aka
הדיינר,the diner
סמול,coding
נישואיו,his marriage
הארקונן,harkonnen
חמת,hamat
מעורכי,from the editors
שהגישה,that submitted
שובע,satiety
שבזבזת,that you wasted
האינסופית,the infinite
להתפרצות,to erupt
שטפת,you washed
מפליגה,sailing
לכמעט,almost
בחתונות,at weddings
הנתיבים,the paths
מחלל,spacer
עשירי,tenth
מגלח,shaver
הקינוחים,the desserts
חנפן,flatterer
סנילי,senile
הכבדה,the liver
וסלט,and salad
מדגסקר,madagascar
החודשיים,the two months
שאוליבר,oliver
התאחדות,union
antwon,anthony
ורבנה,verbena
תתחבאי,hide.
צירי,axial
הובטח,promised
בעלילה,in the plot
שמשקרים,who are lying?
שהכניסו,who entered
להפתעה,for a surprise
לשיפוץ,for renovation
מוכרחת,must
מדינתך,your country
ויביא,and will bring
ניתז,splashed
אובנון,obannon
המתמשכת,the ongoing
מרעיש,noisy
first,first
פוגל,vogel
והנסיך,and the prince
מאוד-מאוד,very-very
בקשירת,in tying
מקדמת,promoter
מאוימים,threatened
שנוסעת,who is traveling?
עטופים,wrapped
שאחפש,i will look for
בלוסום,blossom
הנתעב,the despicable one
יחשב,will consider
האלחוטי,the wireless
לאימפריה,to the empire
המגבלות,the limitations
שאודה,admitted
במת,stage
בזיכרונות,in memories
בתורות,in turns
העלמות,disappearance
פטו,peto
הזנזונת,the whore
כפתורי,buttons
הנהדרות,the greatness
וולצ,waltz
צעידה,marching
הכניעה,the surrender
ולנהוג,and drive
להשתייך,to belong
העורות,the skins
השקעתנו,our investment
מקושקשות,scrambled
למלקולם,to Malcolm
גלוב,globe
בדולח,crystal
מהעור,from the skin
לכריסטין,to Christine
וקרטר,and Carter
גליון,sheet
מכוחות,from forces
התבצע,was carried out
הצטלבו,intersect
השימורים,canned goods
קופלנד,copeland
מהחוקים,from the laws
חשדנית,suspicious
אע,aa
נתגנב,sneaking
כבית,as a house
ושותים,and drink
מאיזושהי,from some
מרקט,market
שסוזן,that Susan
שאודרי,chaudry
שמעניק,which gives
מהאגם,from the lake
לכיווננו,in our direction
והקטן,and the little one
התלהב,excited
קוונטית,quantum
טרופיים,tropical
בסחורה,in goods
שירגיש,let him feel
מדוכדכת,depressed
בשלים,ripe
קסומות,magical
הקט,the little one
שהבחנתי,that I noticed
חובותיו,his duties
שהאורות,the lights
שיגלה,shigella
התרצה,relent
כדור-בסיס,baseball
ולעשן,and smoke
אומנותי,artistic
תתרגשי,get excited.
שמוקדם,which is early?
םיהולא,"no, no."
קנסות,fines
שיכולתם,your ability
הונה,have you been?
לזכרה,in memory of her
גדי,kid
לחרוש,plow
תגדירי,define
בבקתת,in the cabin
מובחרת,selected
ואיתך,and with you
מוצע,proposed
רוהיט,rohit
בשלולית,in a puddle
םאה,"oh, my."
מדטרויט,from Detroit
שאזכור,i will mention
הפרדת,separation
עיקוף,detour
בהשגת,in achieving
שידאגו,let them take care
ושמאלה,and to the left
נבדקה,checked
התגמול,the reward
הטיימס,the Times
אודונל,o'Donnell
שיבין,shabin
החמושים,the armed men
להקמת,for the establishment
המשואה,the beacon
להוראה,for teaching
ובאש,and in the fire
שביתות,strikes
